id,capitolo_ministeriale,numero_quiz_ministeriale,numero_domanda_ministeriale,id_paragrafo,numero_quiz,numero_domanda,testo_domanda_it,risposta_domanda,figura,parte,testo_domanda_fr,testo_domanda_de,audio_it,audio_fr,audio_de
637,2,9,2,5,2.9,3,Il segnale raffigurato preannuncia una curva pericolosa a sinistra,V,5,,Le panneau représenté annonce un virage dangereux à gauche,Das abgebildete Verkehrszeichen kündigt eine gefährliche Linkskurve an,it_IT_01058_10635.mp3,fr_FR_01058_10635.mp3,de_DE_01058_10635.mp3
638,2,9,3,5,2.9,4,"Il segnale raffigurato preannuncia un tratto di strada non rettilineo, che limita la visibilità",V,5,,Le panneau représenté annonce un tronçon de route qui n'est pas droit et qui présente une visibilité réduite,"Das abgebildete Verkehrszeichen kündigt einen nicht geraden Straßenabschnitt an, auf welchem die Sicht eingeschränkt ist",it_IT_01058_10636.mp3,fr_FR_01058_10636.mp3,de_DE_01058_10636.mp3
639,2,9,4,5,2.9,5,Il segnale raffigurato preannuncia un tratto di strada che curva a sinistra con limitata visibilità,V,5,,Le panneau représenté annonce un tronçon de route qui tourne à gauche et présente une visibilité réduite,Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt mit Linkskurve und eingeschränkter Sicht an,it_IT_01058_10637.mp3,fr_FR_01058_10637.mp3,de_DE_01058_10637.mp3
640,2,9,6,5,2.9,6,Il segnale raffigurato preannuncia un tratto di strada pericoloso per ridotta visibilità,V,5,,Le panneau représenté annonce un tronçon de route dangereux à cause de la visibilité réduite,Das abgebildete Verkehrszeichen kündigt einen wegen eingeschränkter Sicht gefährlichen Straßenabschnitt an,it_IT_01058_10639.mp3,fr_FR_01058_10639.mp3,de_DE_01058_10639.mp3
641,2,9,7,5,2.9,7,Il segnale raffigurato richiede di moderare la velocità per potersi arrestare in caso di un ostacolo improvviso,V,5,,Le panneau représenté impose une réduction de vitesse qui permette le freinage en cas d'obstacle,"Das abgebildete Verkehrszeichen schreibt vor, die Geschwindigkeit herabzusetzen, um bei einem plötzlichen Hindernis anhalten zu können",it_IT_01058_10640.mp3,fr_FR_01058_10640.mp3,de_DE_01058_10640.mp3
642,2,9,8,5,2.9,8,La figura rappresenta un segnale di obbligo,F,5,,Le panneau représenté est un panneau d'obligation,Die Abbildung stellt ein Gebotszeichen dar,it_IT_01058_10641.mp3,fr_FR_01058_10641.mp3,de_DE_01058_10641.mp3
643,2,9,9,5,2.9,9,Il segnale raffigurato preannuncia un ostacolo da aggirare a sinistra,F,5,,Le panneau représenté annonce un obstacle qu'il faut détourner par la gauche,Das abgebildete Verkehrszeichen kündigt ein links zu umfahrendes Hindernis an,it_IT_01058_10642.mp3,fr_FR_01058_10642.mp3,de_DE_01058_10642.mp3
644,2,9,10,5,2.9,10,La figura rappresenta un divieto di svolta a sinistra,F,5,,Le panneau représenté annonce l'interdiction de tourner à gauche,"Die Abbildung stellt ein Verbot dar, links einzubiegen",it_IT_01058_10643.mp3,fr_FR_01058_10643.mp3,de_DE_01058_10643.mp3
645,2,9,11,5,2.9,11,Il segnale raffigurato impone l’obbligo di mantenere la sinistra,F,5,,Le panneau représenté impose l'obligation de maintenir la gauche,"Das abgebildete Verkehrszeichen schreibt vor, sich links zu halten",it_IT_01058_10644.mp3,fr_FR_01058_10644.mp3,de_DE_01058_10644.mp3
646,2,9,12,5,2.9,12,Il segnale raffigurato impone di circolare il più vicino possibile al centro della strada,F,5,,Le panneau représenté impose de rouler le plus possible au centre de la route,Das abgebildete Verkehrszeichen schreibt vor so nah wie möglich an der Straßenmitte zu fahren,it_IT_01058_10645.mp3,fr_FR_01058_10645.mp3,de_DE_01058_10645.mp3
647,2,9,13,5,2.9,13,Il segnale raffigurato indica una circolazione rotatoria,F,5,,Le panneau représenté indique un sens giratoire,Das abgebildete Verkehrszeichen zeigt einen Kreisverkehr an,it_IT_01058_10646.mp3,fr_FR_01058_10646.mp3,de_DE_01058_10646.mp3
648,2,9,14,5,2.9,14,La figura rappresenta un segnale di prescrizione,F,5,,Le panneau représenté est un panneau de prescription,Die Abbildung stellt ein Vorschriftszeichen dar,it_IT_01058_10647.mp3,fr_FR_01058_10647.mp3,de_DE_01058_10647.mp3
649,2,9,15,5,2.9,15,Il segnale raffigurato indica una deviazione per cantiere di lavoro,F,5,,Le panneau représenté indique une déviation à cause de travaux routiers,Das abgebildete Verkehrszeichen zeigt eine Umleitung wegen einer Baustelle an,it_IT_01058_10648.mp3,fr_FR_01058_10648.mp3,de_DE_01058_10648.mp3
650,2,10,2,5,2.10,1,In presenza del segnale raffigurato è necessario regolare la velocità in relazione alla visibilità e al raggio della curva,V,5,,Face au panneau représenté il faut ajuster la vitesse en fonction de la visibilité et de l'ampleur du virage,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Geschwindigkeit den Sichtverhältnissen und dem Kurvenradius anzupassen",it_IT_01059_10650.mp3,fr_FR_01059_10650.mp3,de_DE_01059_10650.mp3
651,2,10,3,5,2.10,2,In presenza del segnale raffigurato è necessario percorrere la curva con più attenzione se la strada è bagnata,V,5,,Face au panneau représenté il faut parcourir le virage avec plus de prudence si la route est mouillée,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Kurve mit größerer Vorsicht zu befahren, wenn die Straße nass ist",it_IT_01059_10651.mp3,fr_FR_01059_10651.mp3,de_DE_01059_10651.mp3
652,2,10,1,5,2.10,3,"In presenza del segnale raffigurato, su una strada a doppio senso di circolazione con due sole corsie, si deve circolare il più possibile vicino al margine destro",V,5,,"Face au panneau représenté, sur une route à double sens de circulation avec deux voies seulement, il faut rouler le plus près possible du côté droit de la chaussée","Wo das abgebildete Verkehrszeichen auf einer Gegenverkehrsstraße mit nur zwei Fahrspuren steht, muss man so nah wie möglich am rechten Fahrbahnrand fahren",it_IT_01059_10649.mp3,fr_FR_01059_10649.mp3,de_DE_01059_10649.mp3
653,2,10,4,5,2.10,4,In presenza del segnale raffigurato non è consentito sorpassare altri veicoli su una carreggiata a doppio senso di circolazione con due sole corsie,V,5,,Face au panneau représenté il est interdit de doubler d'autres véhicules sur une chaussée à double sens de circulation et avec deux voies seulement,"Wo das abgebildete Verkehrszeichen auf einer Fahrbahn mit Gegenverkehr mit nur zwei Fahrspuren steht, darf man andere Fahrzeuge nicht überholen",it_IT_01059_10652.mp3,fr_FR_01059_10652.mp3,de_DE_01059_10652.mp3
654,2,10,5,5,2.10,5,"In presenza del segnale raffigurato si deve viaggiare ad andatura particolarmente moderata se si circola con il ""ruotino"" (ruota di soccorso)",V,5,,Face au panneau représenté il faut rouler à une vitesse particulièrement modérée si la voiture utilise un pneu de secours à la place d'un pneu ordinaire,"Wo das abgebildete Verkehrszeichen steht, muss man besonders langsam fahren, wenn man mit dem „Sparrad“ (Notrad) unterwegs ist",it_IT_01059_10653.mp3,fr_FR_01059_10653.mp3,de_DE_01059_10653.mp3
655,2,10,6,5,2.10,6,"In presenza del segnale raffigurato, su strada a senso unico di circolazione si deve marciare il più possibile vicino al margine destro della carreggiata",F,5,,"Face au panneau représenté, sur une route à sens unique, il faut rouler le plus  près possible du côté droit de la chaussée","Wo das abgebildete Verkehrszeichen auf einer Einbahnstraße steht, muss man so nah wie möglich am rechten Fahrbahnrand fahren",it_IT_01059_10654.mp3,fr_FR_01059_10654.mp3,de_DE_01059_10654.mp3
656,2,10,7,5,2.10,7,In presenza del segnale raffigurato è consentita la fermata ma non la sosta,F,5,,"Face au panneau représenté l'arrêt est autorisé, mais pas le stationnement","Wo das abgebildete Verkehrszeichen steht, ist das Halten erlaubt, nicht jedoch das Parken",it_IT_01059_10655.mp3,fr_FR_01059_10655.mp3,de_DE_01059_10655.mp3
657,2,10,8,5,2.10,8,"In presenza del segnale raffigurato è consentito, su strada a doppio senso di circolazione a due corsie, sorpassare i motocicli senza invadere la corsia opposta",F,5,,"Face au panneau représenté il est possible, sur une route à double sens de circulation à deux voies, de doubler des motocycles sans envahir la voie opposée","Wo das abgebildete Verkehrszeichen steht, darf man auf Gegenverkehrsstraßen mit zwei Fahrspuren Krafträder überholen, ohne die entgegengesetzte Fahrspur zu beanspruchen",it_IT_01059_10656.mp3,fr_FR_01059_10656.mp3,de_DE_01059_10656.mp3
658,2,10,9,5,2.10,9,In presenza del segnale raffigurato è consentito effettuare l'inversione di marcia,F,5,,Face au panneau représenté l'inversion du sens de circulation est permise,"Wo das abgebildete Verkehrszeichen steht, darf man wenden",it_IT_01059_10657.mp3,fr_FR_01059_10657.mp3,de_DE_01059_10657.mp3
659,2,10,10,5,2.10,10,In presenza del segnale raffigurato è consentito effettuare manovre di retromarcia,F,5,,Face au panneau représenté les manœuvres de marche arrière sont permises,"Wo das abgebildete Verkehrszeichen steht, darf man Rückfahrmanöver ausführen",it_IT_01059_10658.mp3,fr_FR_01059_10658.mp3,de_DE_01059_10658.mp3
660,2,10,11,5,2.10,11,"In presenza del segnale raffigurato non è consentito il transito ai veicoli con il ""ruotino"" (ruota di soccorso)",F,5,,Face au panneau représenté la circulation de véhicules utilisant un pneu de secours n'est pas permise,"Wo das abgebildete Verkehrszeichen steht, ist die Durchfahrt von Fahrzeugen mit „Sparrad“ (Notrad) nicht erlaubt",it_IT_01059_10659.mp3,fr_FR_01059_10659.mp3,de_DE_01059_10659.mp3
661,2,11,6,5,2.11,1,La figura rappresenta un segnale di pericolo,V,6,,Le panneau représenté est un panneau de danger,Das Bild zeigt ein Gefahrenzeichen,it_IT_01060_10665.mp3,fr_FR_01060_10665.mp3,de_DE_01060_10665.mp3
662,2,11,7,5,2.11,2,"Il segnale raffigurato preannuncia, di norma a 150 m, una doppia curva pericolosa",V,6,,"Le panneau représenté annonce, généralement, à 150 mètres, la présence d'un double virage dangereux",Das abgebildete Verkehrszeichen kündigt eine in der Regel nach 150 Metern befindliche gefährliche Doppelkurve an,it_IT_01060_10666.mp3,fr_FR_01060_10666.mp3,de_DE_01060_10666.mp3
663,2,11,1,5,2.11,3,"Il segnale raffigurato preannuncia una doppia curva pericolosa, la prima a destra",V,6,,"Le panneau représenté annonce un double virage dangereux, dont le premier est à droite","Das abgebildete Verkehrszeichen kündigt eine gefährliche Doppelkurve an, von denen die erste eine Rechtskurve ist",it_IT_01060_10660.mp3,fr_FR_01060_10660.mp3,de_DE_01060_10660.mp3
664,2,11,2,5,2.11,4,Il segnale raffigurato preannuncia un tratto di strada non rettilineo che limita la visibilità,V,6,,Le panneau représenté annonce un tronçon de route qui n'est pas droit et qui implique une visibilité réduite,Das abgebildete Verkehrszeichen kündigt einen nicht geraden Straßenabschnitt mit eingeschränkter Sicht an,it_IT_01060_10661.mp3,fr_FR_01060_10661.mp3,de_DE_01060_10661.mp3
665,2,11,5,5,2.11,5,Il segnale raffigurato può essere integrato con il pannello in figura,V,906,,Le panneau représenté peut être intégré par le panonceau ici présent,Das abgebildete Verkehrszeichen kann durch die abgebildete Tafel ergänzt sein,it_IT_01060_10664.mp3,fr_FR_01060_10664.mp3,de_DE_01060_10664.mp3
666,2,11,3,5,2.11,6,Il segnale raffigurato può essere integrato con un pannello indicante TORNANTI,V,6,,Le panneau représenté peut être intégré par un panonceau VIRAGE,Das abgebildete Verkehrszeichen kann durch eine Tafel mit der Aufschrift KEHREN ergänzt sein,it_IT_01060_10662.mp3,fr_FR_01060_10662.mp3,de_DE_01060_10662.mp3
667,2,11,4,5,2.11,7,Il segnale raffigurato richiede di moderare la velocità per potersi arrestare in caso di un ostacolo improvviso,V,6,,Le panneau représenté implique la réduction de la vitesse pour permettre au véhicule de s'arrêter en cas d'obstacle imprévu,"Das abgebildete Verkehrszeichen schreibt vor, die Geschwindigkeit herabzusetzen, um bei einem plötzlichen Hindernis anhalten zu können",it_IT_01060_10663.mp3,fr_FR_01060_10663.mp3,de_DE_01060_10663.mp3
668,2,11,8,5,2.11,8,In presenza del segnale raffigurato bisogna moderare la velocità,V,6,,Face au panneau représenté il faut réduire la vitesse,"Wo das abgebildete Verkehrszeichen steht, muss man die Geschwindigkeit herabsetzen",it_IT_01060_10667.mp3,fr_FR_01060_10667.mp3,de_DE_01060_10667.mp3
669,2,11,9,5,2.11,9,Il segnale raffigurato preannuncia una deviazione per lavori in corso,F,6,,Le panneau représenté annonce une déviation due à des travaux routiers,Das abgebildete Verkehrszeichen kündigt eine Umleitung wegen Straßenarbeiten an,it_IT_01060_10668.mp3,fr_FR_01060_10668.mp3,de_DE_01060_10668.mp3
670,2,11,10,5,2.11,10,Il segnale raffigurato preannuncia un raccordo di uscita autostradale,F,6,,Le panneau représenté annonce une sortie d'autoroute,Das abgebildete Verkehrszeichen kündigt eine Autobahnausfahrt an,it_IT_01060_10669.mp3,fr_FR_01060_10669.mp3,de_DE_01060_10669.mp3
671,2,11,11,5,2.11,11,Il segnale raffigurato preannuncia una discesa pericolosa,F,6,,Le panneau représenté annonce une descente dangereuse,Das abgebildete Verkehrszeichen kündigt eine gefährliche Gefällstrecke an,it_IT_01060_10670.mp3,fr_FR_01060_10670.mp3,de_DE_01060_10670.mp3
672,2,11,12,5,2.11,12,Il segnale raffigurato preannuncia un tratto di strada con superficie sdrucciolevole,F,6,,Le panneau représenté annonce un tronçon de route glissant,Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt mit schlüpfriger Oberfläche an,it_IT_01060_10671.mp3,fr_FR_01060_10671.mp3,de_DE_01060_10671.mp3
673,2,11,13,5,2.11,13,Il segnale raffigurato preannuncia un incrocio,F,6,,Le panneau représenté annonce un croisement,Das abgebildete Verkehrszeichen kündigt eine Kreuzung an,it_IT_01060_10672.mp3,fr_FR_01060_10672.mp3,de_DE_01060_10672.mp3
674,2,11,14,5,2.11,14,Il segnale raffigurato preannuncia un tratto di strada con pavimentazione irregolare,F,6,,Le panneau représenté annonce un tronçon de route avec goudronnage irrégulier,Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt mit unregelmäßigem Straßenbelag an,it_IT_01060_10673.mp3,fr_FR_01060_10673.mp3,de_DE_01060_10673.mp3
675,2,11,15,5,2.11,15,"Il segnale con il pannello in figura preannuncia un tratto di strada lungo 3,8 km con una serie di curve pericolose",F,905,,"Le panneau représenté annonce un tronçon de route de l'étendue de 3,8 km avec une succession de virages dangereux","Das Verkehrszeichen mit der abgebildeten Tafel kündigt einen 3,8 km langen Straßenabschnitt mit einer Reihe von gefährlichen Kurven an",it_IT_01060_10674.mp3,fr_FR_01060_10674.mp3,de_DE_01060_10674.mp3
676,2,12,2,5,2.12,1,In presenza del segnale raffigurato è necessario regolare la velocità in relazione alla visibilità e al raggio delle curve,V,6,,Face au panneau représenté il faut adapter la vitesse en fonction de la visibilité et de l'ampleur du virage,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Geschwindigkeit den Sichtverhältnissen und dem Kurvenradius anzupassen",it_IT_01061_10676.mp3,fr_FR_01061_10676.mp3,de_DE_01061_10676.mp3
677,2,12,4,5,2.12,2,In presenza del segnale raffigurato è necessario regolare la velocità in relazione alle condizioni di carico del veicolo,V,6,,Face au panneau représenté il faut adapter la vitesse en fonction des conditions de charge du véhicule,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Geschwindigkeit der Beladung des Fahrzeugs anzupassen",it_IT_01061_10678.mp3,fr_FR_01061_10678.mp3,de_DE_01061_10678.mp3
678,2,12,6,5,2.12,3,"Su strada a due corsie e a doppio senso di circolazione, in presenza del segnale raffigurato è opportuno fare particolare attenzione ai veicoli provenienti dal senso opposto",V,6,,"Sur une route à deux voies et à double sens de circulation, face au panneau représenté, il faut faire particulièrement attention aux véhicules en provenance de l'autre sens de circulation","Auf Straßen mit zwei Fahrspuren und Gegenverkehr, wo das abgebildete Verkehrszeichen steht, ist es angebracht, auf die aus der Gegenrichtung kommenden Fahrzeuge besonders aufzupassen",it_IT_01061_10680.mp3,fr_FR_01061_10680.mp3,de_DE_01061_10680.mp3
679,2,12,1,5,2.12,4,"Su strada a due sole corsie e a doppio senso di circolazione, in presenza del segnale raffigurato si deve marciare il più possibile vicino al margine destro",V,6,,"Sur une route à deux voies seulement, face au panneau représenté, il faut rouler le plus près possible du côté droit de la route","Auf Gegenverkehrsstraßen mit nur zwei Fahrspuren, wo das abgebildete Verkehrszeichen steht, muss man so nah wie möglich am rechten Fahrbahnrand fahren",it_IT_01061_10675.mp3,fr_FR_01061_10675.mp3,de_DE_01061_10675.mp3
680,2,12,3,5,2.12,5,In presenza del segnale raffigurato è necessario percorrere le curve con più attenzione in caso di pioggia,V,6,,Face au panneau représenté il faut parcourir les virages avec plus de prudence en cas de pluie,"Wo das abgebildete Verkehrszeichen steht, ist es bei Regen notwendig, die Kurven mit größerer Vorsicht zu befahren",it_IT_01061_10677.mp3,fr_FR_01061_10677.mp3,de_DE_01061_10677.mp3
681,2,12,5,5,2.12,6,Nelle curve pericolose preannunciate dal segnale raffigurato è vietato il sorpasso se la carreggiata è a due corsie e a doppio senso di circolazione,V,6,,Dans la succession de virages dangereux représentée il est interdit de doubler si la chaussée est à deux voies et à double sens de circulation,"In den vom abgebildeten Verkehrszeichen angekündigten gefährlichen Kurven ist das Überholen verboten, wenn es sich um eine Fahrbahn mit zwei Fahrspuren und Gegenverkehr handelt",it_IT_01061_10679.mp3,fr_FR_01061_10679.mp3,de_DE_01061_10679.mp3
682,2,12,7,5,2.12,7,Il segnale raffigurato preannuncia un tratto di strada in cui è consentita l'inversione di marcia,F,6,,Le panneau représenté annonce un tronçon de route où l'inversion de circulation est permise,"Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt an, auf welchem das Wenden erlaubt ist",it_IT_01061_10681.mp3,fr_FR_01061_10681.mp3,de_DE_01061_10681.mp3
683,2,12,8,5,2.12,8,"In presenza del segnale raffigurato, posto su strada a due corsie e a doppio senso di circolazione, è consentito sorpassare nelle ore diurne",F,6,,"Face au panneau représenté, sur route à deux voies et à double sens de circulation, le dépassement est permis pendant le jour","Wo auf Straßen mit zwei Fahrspuren und Gegenverkehr das abgebildete Verkehrszeichen steht, darf man bei Tag überholen",it_IT_01061_10682.mp3,fr_FR_01061_10682.mp3,de_DE_01061_10682.mp3
684,2,12,9,5,2.12,9,Il segnale raffigurato preannuncia un tratto di strada in cui è consentita la manovra di retromarcia,F,6,,Le panneau représenté annonce un tronçon de route où les manœuvres  de marche-arrière sont permises,"Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt an, auf welchem das Rückwärtsfahren erlaubt ist",it_IT_01061_10683.mp3,fr_FR_01061_10683.mp3,de_DE_01061_10683.mp3
685,2,12,10,5,2.12,10,In presenza del segnale raffigurato è necessario tenere una velocità moderata esclusivamente nella prima curva,F,6,,Face au panneau représenté il faut garder une vitesse modérée uniquement lors du premier virage,"Wo das abgebildete Verkehrszeichen steht, ist es ausschließlich in den ersten Kurven notwendig, langsam zu fahren",it_IT_01061_10684.mp3,fr_FR_01061_10684.mp3,de_DE_01061_10684.mp3
686,2,12,11,5,2.12,11,In presenza del segnale raffigurato è consentito effettuare la fermata in curva,F,6,,Face au panneau représenté on peut s'arrêter dans le virage,"Wo das abgebildete Verkehrszeichen steht, ist das Halten in der Kurve erlaubt",it_IT_01061_10685.mp3,fr_FR_01061_10685.mp3,de_DE_01061_10685.mp3
687,2,12,12,5,2.12,12,In presenza del segnale raffigurato è consentito sorpassare motocicli e ciclomotori su strada a due corsie e a doppio senso di circolazione,F,6,,"Face au panneau représenté le dépassement de motocycles légers et lourds, sur route à deux voies et double sens de circulation, est permis","Wo das abgebildete Verkehrszeichen steht, darf man auf Straßen mit zwei Fahrspuren und Gegenverkehr Krafträder und Kleinkrafträder überholen",it_IT_01061_10686.mp3,fr_FR_01061_10686.mp3,de_DE_01061_10686.mp3
688,2,13,4,5,2.13,1,La figura rappresenta un segnale di pericolo,V,7,,Le panneau représenté est un panneau de danger,Das Bild zeigt ein Gefahrenzeichen,it_IT_01062_10690.mp3,fr_FR_01062_10690.mp3,de_DE_01062_10690.mp3
689,2,13,5,5,2.13,2,"Il segnale raffigurato preannuncia, in genere a 150 m, una doppia curva pericolosa",V,7,,"Le panneau représenté annonce, généralement à 150 mètres, une succession de virages dangereux",Das abgebildete Verkehrszeichen kündigt eine in der Regel nach 150 Metern befindliche gefährliche Doppelkurve an,it_IT_01062_10691.mp3,fr_FR_01062_10691.mp3,de_DE_01062_10691.mp3
690,2,13,1,5,2.13,3,"Il segnale raffigurato preannuncia una doppia curva pericolosa, la prima a sinistra",V,7,,"Le panneau représenté annonce un double virage dangereux, dont le premier est à gauche","Das abgebildete Verkehrszeichen kündigt eine gefährliche Doppelkurve an, von denen die erste eine Linkskurve ist",it_IT_01062_10687.mp3,fr_FR_01062_10687.mp3,de_DE_01062_10687.mp3
691,2,13,2,5,2.13,4,Il segnale raffigurato preannuncia un tratto di strada non rettilineo che limita la visibilità,V,7,,Le panneau représenté annonce un tronçon de route qui n'est pas droit et qui implique une visibilité réduite,Das abgebildete Verkehrszeichen kündigt einen nicht geraden Straßenabschnitt mit eingeschränkter Sicht an,it_IT_01062_10688.mp3,fr_FR_01062_10688.mp3,de_DE_01062_10688.mp3
692,2,13,3,5,2.13,5,Il segnale raffigurato preannuncia la presenza di tornanti se integrato con apposito pannello,V,7,,"Le panneau représenté annonce la présence de virages, si accompagné d'un panonceau spécifique","Das abgebildete Verkehrszeichen kündigt Kehren an, falls es durch eine eigens vorgesehene Tafel ergänzt ist",it_IT_01062_10689.mp3,fr_FR_01062_10689.mp3,de_DE_01062_10689.mp3
693,2,13,6,5,2.13,6,Il segnale raffigurato richiede di moderare la velocità,V,7,,Le panneau représenté implique une réduction de la vitesse,"Das abgebildete Verkehrszeichen schreibt vor, die Geschwindigkeit herabzusetzen",it_IT_01062_10692.mp3,fr_FR_01062_10692.mp3,de_DE_01062_10692.mp3
694,2,13,7,5,2.13,7,Il segnale raffigurato preannuncia una confluenza a sinistra,F,7,,Le panneau représenté annonce une insertion à gauche,Das abgebildete Verkehrszeichen kündigt eine Einmündung von links an,it_IT_01062_10693.mp3,fr_FR_01062_10693.mp3,de_DE_01062_10693.mp3
695,2,13,8,5,2.13,8,Il segnale raffigurato preannuncia una strettoia,F,7,,Le panneau représenté annonce la chaussée rétrécie,Das abgebildete Verkehrszeichen weist auf eine Engstelle hin,it_IT_01062_10694.mp3,fr_FR_01062_10694.mp3,de_DE_01062_10694.mp3
696,2,13,9,5,2.13,9,Il segnale raffigurato preannuncia un tratto di carreggiata sdrucciolevole,F,7,,Le panneau représenté annonce un tronçon de route glissante,Das abgebildete Verkehrszeichen kündigt einen rutschigen Fahrbahnabschnitt an,it_IT_01062_10695.mp3,fr_FR_01062_10695.mp3,de_DE_01062_10695.mp3
697,2,13,10,5,2.13,10,Il segnale raffigurato preannuncia un tratto di strada con una serie di dossi,F,7,,Le panneau représenté annonce un tronçon de route avec une série de dos d'âne,Das abgebildete Verkehrszeichen kündigt einen Straßenabschnitt mit einer Reihe von Kuppen an,it_IT_01062_10696.mp3,fr_FR_01062_10696.mp3,de_DE_01062_10696.mp3
698,2,13,11,5,2.13,11,Il segnale raffigurato preannuncia una deviazione per lavori in corso,F,7,,Le panneau représenté annonce une déviation due à de travaux routiers,Das abgebildete Verkehrszeichen kündigt eine Umleitung wegen Straßenarbeiten an,it_IT_01062_10697.mp3,fr_FR_01062_10697.mp3,de_DE_01062_10697.mp3
699,2,13,12,5,2.13,12,Il segnale raffigurato preannuncia un tratto di strada deformata,F,7,,Le panneau représenté annonce un tronçon de route déformé,Das abgebildete Verkehrszeichen kündigt einen unebenen Straßenabschnitt an,it_IT_01062_10698.mp3,fr_FR_01062_10698.mp3,de_DE_01062_10698.mp3
700,2,14,2,5,2.14,1,In presenza del segnale raffigurato è necessario regolare la velocità in relazione alla visibilità e al raggio delle curve,V,7,,Face au panneau représenté il faut adapter la vitesse en fonction de la visibilité et de l'ampleur du virage,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Geschwindigkeit den Sichtverhältnissen und dem Kurvenradius anzupassen",it_IT_01063_10700.mp3,fr_FR_01063_10700.mp3,de_DE_01063_10700.mp3
701,2,14,4,5,2.14,2,In presenza del segnale raffigurato è necessario regolare la velocità in relazione alle condizioni di carico del veicolo,V,7,,Face au panneau représenté il faut adapter la vitesse en fonction des conditions de chargement des véhicules,"Wo das abgebildete Verkehrszeichen steht, ist es notwendig, die Geschwindigkeit der Beladung des Fahrzeugs anzupassen",it_IT_01063_10702.mp3,fr_FR_01063_10702.mp3,de_DE_01063_10702.mp3
702,2,14,6,5,2.14,3,In presenza del segnale raffigurato è opportuno fare particolare attenzione ai veicoli provenienti dal senso opposto,V,7,,Face au panneau représenté il est important de faire particulièrement attention aux véhicules en provenance de la voie opposée,"Wo das abgebildete Verkehrszeichen steht, ist es angebracht, auf die aus der Gegenrichtung kommenden Fahrzeuge besonders aufzupassen",it_IT_01063_10704.mp3,fr_FR_01063_10704.mp3,de_DE_01063_10704.mp3
703,2,14,3,5,2.14,4,In presenza del segnale raffigurato è necessario percorrere le curve con più attenzione in caso di pioggia,V,7,,Face au panneau représenté il faut parcourir les virages avec plus de prudence en cas de pluie,"Wo das abgebildete Verkehrszeichen steht, ist es bei Regen notwendig, die Kurven mit größerer Vorsicht zu befahren",it_IT_01063_10701.mp3,fr_FR_01063_10701.mp3,de_DE_01063_10701.mp3
704,2,14,1,5,2.14,5,"In presenza del segnale raffigurato si deve circolare il più vicino possibile al margine destro della carreggiata, su strada a due sole corsie e a doppio senso di circolazione",V,7,,"Face au panneau représenté, sur une route à deux voies seulement et à double sens de circulation, il faut rouler le plus près possible du bord droit de la chaussée","Wo das abgebildete Verkehrszeichen steht, muss man auf Straßen mit nur zwei Fahrspuren und Gegenverkehr so nah wie möglich am rechten Fahrbahnrand fahren",it_IT_01063_10699.mp3,fr_FR_01063_10699.mp3,de_DE_01063_10699.mp3
705,2,14,5,5,2.14,6,In presenza del segnale raffigurato non è consentito effettuare manovre di sorpasso su strade a due sole corsie e a doppio senso di circolazione,V,7,,Face au panneau représenté les manœuvres de dépassement ne sont pas permises sur des route à deux voies seulement et à double sens de circulation,"Wo das abgebildete Verkehrszeichen steht, darf man auf Straßen mit nur zwei Fahrspuren und Gegenverkehr nicht überholen",it_IT_01063_10703.mp3,fr_FR_01063_10703.mp3,de_DE_01063_10703.mp3
706,2,14,7,5,2.14,7,In presenza del segnale raffigurato è consentita l'inversione di marcia,F,7,,Face au panneau représenté l'inversion du sens de circulation est permise,"Wo das abgebildete Verkehrszeichen steht, ist das Wenden erlaubt",it_IT_01063_10705.mp3,fr_FR_01063_10705.mp3,de_DE_01063_10705.mp3
707,2,14,8,5,2.14,8,"In presenza del segnale raffigurato, posto su strade a due corsie e a doppio senso, è consentito sorpassare un veicolo molto lento",F,7,,"Face au panneau représenté, sur une route à deux voies et à double sens de circulation, on peut doubler un véhicule particulièrement lent","Wo das abgebildete Verkehrszeichen auf Straßen mit zwei Fahrspuren und Gegenverkehr steht, darf man ein sehr langsames Fahrzeug überholen",it_IT_01063_10706.mp3,fr_FR_01063_10706.mp3,de_DE_01063_10706.mp3
708,2,14,9,5,2.14,9,In presenza del segnale raffigurato è consentita la manovra di retromarcia,F,7,,Face au panneau représenté les manœuvres de marche-arrière sont permises,"Wo das abgebildete Verkehrszeichen steht, ist das Rückwärtsfahren erlaubt",it_IT_01063_10707.mp3,fr_FR_01063_10707.mp3,de_DE_01063_10707.mp3
709,2,14,10,5,2.14,10,In presenza del segnale raffigurato è necessario tenere una velocità moderata esclusivamente nella prima curva,F,7,,Face au panneau représenté il faut maintenir une vitesse modérée exclusivement lors du premier virage,"Wo das abgebildete Verkehrszeichen steht, ist es ausschließlich in den ersten Kurven notwendig, langsam zu fahren",it_IT_01063_10708.mp3,fr_FR_01063_10708.mp3,de_DE_01063_10708.mp3
